"carat","cut","color","clarity","depth","table","price","x","y","z"
0.71,"Premium","E","VS2",62.4,60,2613,5.68,5.66,3.54
0.39,"Premium","E","VVS1",60.7,58,1300,4.69,4.73,2.86
1.01,"Premium","G","SI2",59.4,60,4022,6.55,6.58,3.9
0.53,"Ideal","G","SI2",62.4,56,1093,5.18,5.14,3.22
0.41,"Ideal","E","SI2",60.7,57,876,4.85,4.81,2.93
1.04,"Ideal","H","VS2",62.2,57,6133,6.46,6.49,4.03
0.56,"Premium","E","VS2",58.8,59,1882,5.45,5.36,3.18
0.35,"Ideal","E","VVS2",61,57,849,4.54,4.58,2.78
1.1,"Ideal","I","SI1",60.8,61,4868,6.63,6.7,4.05
0.38,"Ideal","E","VS1",62.2,54.1,1133,4.63,4.65,2.89
1.17,"Ideal","G","VS2",62,56,7548,6.74,6.71,4.17
0.56,"Ideal","E","VVS2",62.6,54,2441,5.28,5.32,3.32
0.37,"Ideal","G","IF",62.1,55,1056,4.6,4.64,2.87
1.14,"Premium","F","SI1",62.5,59,5135,6.65,6.67,4.16
1.16,"Premium","G","VS2",59.9,60,7074,6.85,6.88,4.11
0.33,"Ideal","E","VS2",62.1,57,928,4.44,4.41,2.75
0.92,"Ideal","J","VS1",62.4,56,3332,6.23,6.19,3.88
0.23,"Good","F","VVS2",62.8,61,505,3.92,3.95,2.47
0.43,"Premium","G","VVS1",62,59,1207,4.8,4.82,2.98
0.38,"Very Good","E","VS1",61.5,58,1000,4.64,4.69,2.87
0.32,"Very Good","G","IF",62.9,55,872,4.37,4.4,2.75
0.3,"Very Good","G","SI1",62.8,56,447,4.28,4.32,2.7
1.11,"Ideal","H","SI2",62.6,56,4719,6.58,6.65,4.14
0.23,"Very Good","E","VVS1",62.9,59,518,3.9,3.95,2.47
1.59,"Ideal","J","VVS2",60.3,57,8227,7.65,7.58,4.59
0.31,"Ideal","G","IF",61.3,56,891,4.38,4.4,2.69
0.3,"Ideal","H","VVS1",62,55,878,4.34,4.3,2.68
0.39,"Very Good","G","VS1",60.3,59,790,4.71,4.77,2.86
0.31,"Very Good","D","SI1",63.1,57,732,4.32,4.3,2.72
0.51,"Ideal","G","SI2",61.3,55,1094,5.17,5.19,3.17
0.61,"Ideal","D","VVS1",62.1,56,4279,5.46,5.43,3.38
0.54,"Ideal","G","SI1",62.6,57,1292,5.18,5.21,3.25
0.57,"Very Good","G","VS2",59.9,54.6,1633,5.43,5.46,3.26
0.3,"Ideal","F","VVS1",62.2,53,857,4.3,4.32,2.68
2.53,"Premium","H","SI1",62.1,59,18254,8.83,8.73,5.45
1.21,"Premium","J","VVS2",60.8,60,5572,6.86,6.88,4.18
1.12,"Premium","H","SI2",61,56,4077,6.68,6.65,4.07
0.4,"Premium","F","SI1",62.6,59,945,4.74,4.68,2.95
0.46,"Good","F","VS1",64.4,60,1113,4.88,4.9,3.15
0.9,"Ideal","E","SI2",62.6,57,3808,6.13,6.2,3.86
0.37,"Ideal","E","VS1",61.4,56,874,4.65,4.66,2.86
1.2,"Premium","I","SI2",60,58,4989,6.91,6.93,4.15
0.4,"Good","F","SI1",63.6,56,687,4.63,4.68,2.96
0.34,"Ideal","F","VS2",61,57,880,4.5,4.48,2.74
0.51,"Ideal","E","VS2",61.9,56,1656,5.12,5.16,3.18
2.44,"Premium","I","SI2",61.4,56,13027,8.74,8.7,5.35
1.2,"Premium","J","SI2",61.1,59,4234,6.81,6.78,4.15
0.32,"Ideal","F","VS1",61.9,56,900,4.4,4.35,2.71
1.23,"Premium","G","VVS2",59.6,59,8971,6.98,6.95,4.15
0.6,"Ideal","F","VS1",61.9,55,2201,5.4,5.42,3.35
0.31,"Premium","F","VS2",61.3,59,802,4.34,4.31,2.65
0.4,"Ideal","H","VS1",61.8,56,807,4.74,4.78,2.94
1.12,"Ideal","D","SI1",61.2,58,7145,6.65,6.68,4.08
0.51,"Good","D","SI1",63.6,57,1574,5.08,5.05,3.22
0.24,"Very Good","F","VS2",62.9,58,419,3.94,4.01,2.5
2.08,"Good","I","SI2",63.8,58,13956,8.02,8.1,5.14
0.23,"Very Good","F","VVS2",60.4,61,505,3.93,3.95,2.38
1.01,"Premium","G","VS1",60.9,58,6759,6.43,6.47,3.93
1.23,"Very Good","G","SI1",63.1,56,6665,6.81,6.78,4.29
1.5,"Very Good","H","VS2",61.6,55,10558,7.37,7.43,4.56
0.4,"Premium","D","SI2",62.4,58,855,4.73,4.69,2.94
1.33,"Premium","H","SI2",61,59,5437,7.1,7.06,4.32
0.7,"Premium","F","SI1",59.9,58,2306,5.73,5.69,3.42
1.52,"Premium","J","VS1",62.5,58,9014,7.37,7.34,4.6
1.52,"Premium","I","VS1",61.1,58,9557,7.44,7.38,4.53
0.3,"Premium","H","SI1",62.2,60,540,4.28,4.24,2.65
0.72,"Ideal","E","VS2",60.8,57,3091,5.79,5.82,3.53
0.56,"Ideal","F","SI1",61.5,55,1334,5.3,5.34,3.27
0.31,"Good","D","SI1",63.9,54,732,4.3,4.27,2.74
1.51,"Ideal","G","VVS2",62.3,55,14616,7.29,7.35,4.56
1.39,"Ideal","G","VVS2",61.4,54,12462,7.22,7.3,4.44
1,"Very Good","F","VVS2",60,62,8553,6.43,6.46,3.87
0.23,"Ideal","E","VVS2",62.8,57,530,3.91,3.96,2.47
0.3,"Ideal","G","VS1",63.1,55,624,4.25,4.31,2.7
0.7,"Fair","G","VS2",65.3,57,2338,5.58,5.47,3.61
0.44,"Good","J","VS1",63.1,57,694,4.83,4.87,3.06
0.71,"Good","D","SI2",63.3,55,2436,5.65,5.72,3.6
0.54,"Ideal","J","VS1",61,56.1,1240,5.25,5.28,3.21
0.9,"Very Good","I","VS2",61.2,57,3720,6.15,6.2,3.78
0.41,"Ideal","J","VVS1",61.2,57,994,4.82,4.79,2.94
1.2,"Good","J","VS2",63.7,56,5053,6.67,6.62,4.23
1.06,"Very Good","G","I1",60.7,63,2080,6.59,6.56,3.99
0.4,"Premium","G","SI1",61.6,59,900,4.72,4.66,2.89
0.72,"Ideal","D","SI1",60.8,57,2757,5.75,5.76,3.5
0.4,"Premium","G","VS1",60.7,58,877,4.78,4.81,2.91
1.01,"Very Good","H","SI1",62.3,63,4449,6.3,6.23,3.9
1.2,"Ideal","J","VS2",61.6,54,4099,6.88,6.82,4.22
0.51,"Ideal","E","VS2",61.5,58,1605,5.12,5.15,3.16
1.12,"Ideal","I","VS2",61.2,54,5392,6.74,6.77,4.13
0.7,"Ideal","F","VS1",62.4,53,2839,5.73,5.71,3.57
0.32,"Ideal","E","VS2",62.1,55,900,4.43,4.39,2.74
0.33,"Ideal","E","VS1",62.3,53.8,771,4.42,4.44,2.76
0.34,"Ideal","H","IF",62,53,863,4.49,4.51,2.79
0.4,"Ideal","H","VS2",61.4,57,926,4.72,4.79,2.92
1.01,"Ideal","G","VS1",61.8,57,6618,6.45,6.4,3.97
1.07,"Ideal","G","VS2",61.1,59,6324,6.62,6.57,4.03
0.31,"Good","I","VS1",63.9,56,489,4.28,4.3,2.74
1,"Fair","H","SI2",65.3,62,2818,6.34,6.12,4.08
0.78,"Very Good","F","SI2",62.4,59,2586,5.86,5.91,3.67
0.3,"Ideal","E","VS2",62.3,57,658,4.29,4.32,2.68
0.41,"Ideal","G","VVS1",61.7,55,1151,4.77,4.79,2.95
1.24,"Very Good","I","VS1",61.4,63,5444,6.89,6.88,4.23
1.7,"Very Good","I","SI1",61.8,58,9845,7.55,7.66,4.7
1.27,"Good","J","VS1",63.4,60,5588,6.8,6.85,4.33
1.09,"Ideal","G","VS1",62.1,55.1,7487,6.57,6.63,4.1
1,"Premium","F","SI2",58.2,59,4480,6.51,6.49,3.78
0.67,"Good","D","SI2",64.7,55,1664,5.5,5.54,3.57
0.7,"Good","E","SI2",57.8,61,2310,5.88,5.82,3.38
1.02,"Ideal","G","VS2",61.4,55,6499,6.48,6.51,3.99
0.83,"Good","H","SI2",63.9,56,2316,5.93,5.99,3.81
1.55,"Ideal","D","SI2",61.1,56,10275,7.45,7.48,4.56
1.13,"Premium","J","SI2",62.4,59,3987,6.68,6.62,4.15
1.21,"Very Good","H","VS2",62.9,57,6189,6.75,6.8,4.26
0.26,"Ideal","D","VS1",62,55,452,4.1,4.12,2.55
1.65,"Very Good","J","SI1",61.7,56,7903,7.61,7.66,4.71
1.21,"Premium","I","SI1",60.6,56,5556,6.97,6.89,4.2
1.33,"Very Good","I","VS2",62.5,61,6203,6.99,7.02,4.38
0.73,"Ideal","E","VS2",61.4,55,2902,5.82,5.8,3.57
0.53,"Ideal","D","VS2",60.6,57,1857,5.24,5.28,3.19
0.91,"Good","G","VS2",59.9,61,4125,6.2,6.33,3.75
0.71,"Very Good","E","VS1",63.2,60,3006,5.63,5.6,3.55
0.51,"Ideal","G","VS2",61.9,55,1450,5.07,5.1,3.15
1.06,"Very Good","H","SI2",62.8,57,4372,6.49,6.57,4.1
1,"Very Good","F","SI2",62.9,59,4037,6.27,6.38,3.98
0.7,"Very Good","F","SI1",62.4,56,2573,5.63,5.69,3.53
0.65,"Ideal","D","VVS1",61.8,57,4022,5.54,5.56,3.43
1.51,"Fair","H","SI2",66.9,57,5919,7.13,7.09,4.75
0.25,"Ideal","E","VVS2",62.1,57,576,4.04,4.07,2.52
0.4,"Very Good","E","VVS1",60,58,1217,4.77,4.8,2.87
0.51,"Ideal","F","SI2",60.5,55,1169,5.17,5.21,3.14
0.53,"Very Good","D","SI1",60,59.8,1724,5.25,5.26,3.15
0.32,"Premium","E","I1",60.9,58,444,4.42,4.38,2.68
0.34,"Ideal","F","VS1",61.1,57,692,4.51,4.55,2.77
0.64,"Very Good","E","VVS2",61.8,59,3541,5.51,5.53,3.41
0.51,"Good","E","SI1",63.5,54,1343,5.07,5.1,3.23
0.25,"Ideal","G","SI1",62.3,57,407,4.03,4.09,2.53
0.58,"Ideal","E","VS1",62.6,56,1893,5.33,5.27,3.32
0.34,"Good","E","SI1",63.3,56,596,4.41,4.44,2.8
0.52,"Ideal","G","VS1",62.7,56,1689,5.14,5.16,3.23
1.52,"Very Good","G","SI1",62.5,58,10150,7.26,7.3,4.55
1.1,"Ideal","F","VVS1",62.7,57,10861,6.57,6.63,4.14
0.71,"Premium","E","SI1",60.1,60,2552,5.78,5.73,3.45
0.3,"Very Good","F","VS2",62.8,56,605,4.29,4.31,2.7
0.5,"Premium","F","SI2",58,62,1031,5.21,5.18,3.01
0.37,"Premium","G","SI1",62.1,60,551,4.54,4.61,2.84
0.7,"Premium","J","SI1",61.3,59,1827,5.75,5.73,3.52
0.42,"Good","E","SI1",63.6,61,945,4.73,4.7,3
1.5,"Very Good","G","VS2",60.7,59,18691,7.31,7.38,4.46
1,"Fair","I","VS1",64,49,3951,6.43,6.39,4.1
0.41,"Premium","F","VS2",60.3,58,1107,4.85,4.8,2.91
0.38,"Ideal","E","SI1",61,56,694,4.68,4.69,2.86
0.3,"Ideal","H","VS1",62.5,56,526,4.24,4.27,2.66
0.72,"Very Good","J","SI1",63,58,1989,5.67,5.7,3.58
0.58,"Ideal","G","VS2",61.1,55,1951,5.42,5.38,3.3
0.75,"Fair","J","VS2",59.1,66,1944,5.99,5.82,3.49
0.31,"Premium","F","VS2",61.4,55,802,4.34,4.32,2.66
0.35,"Ideal","D","VS2",60.5,56,907,4.63,4.6,2.79
1.03,"Premium","E","SI2",61.7,61,3876,6.49,6.45,3.99
0.41,"Very Good","E","VS1",59.8,61,1079,4.79,4.85,2.88
1.7,"Premium","I","VS2",62.2,58,11781,7.6,7.65,4.74
0.54,"Very Good","G","VS1",63.6,56,1698,5.17,5.24,3.31
0.3,"Good","H","SI1",63.7,57,432,4.26,4.28,2.72
0.3,"Ideal","H","VVS2",62.2,57,590,4.26,4.29,2.66
0.71,"Premium","F","VS1",61.8,59,2765,5.69,5.73,3.53
0.9,"Fair","E","SI2",57.5,68,3187,6.37,6.33,3.65
0.31,"Ideal","E","VS2",61.6,56,872,4.38,4.32,2.68
0.41,"Ideal","F","SI1",62.7,57,969,4.74,4.7,2.96
0.9,"Good","G","VS1",63.7,56,4540,6.07,6.15,3.89
0.3,"Premium","H","VVS1",62,59,878,4.29,4.26,2.65
0.36,"Ideal","E","VS2",61.7,57,878,4.59,4.55,2.82
1.55,"Ideal","I","VS2",62.6,56,9233,7.41,7.35,4.62
1.03,"Premium","D","SI1",61.8,57,5491,6.53,6.49,4.02
0.31,"Good","H","VS2",63.5,57,489,4.32,4.34,2.75
1.64,"Ideal","F","SI2",61.4,57,10733,7.55,7.59,4.65
1.27,"Ideal","E","VS1",61.8,57,11840,6.94,6.98,4.3
0.9,"Very Good","D","SI2",59.8,53,3632,6.2,6.25,3.72
0.45,"Very Good","G","VVS1",60.1,58,1263,4.95,4.97,2.98
1,"Premium","H","I1",60.4,61,1932,6.39,6.32,3.84
1.27,"Premium","H","VS2",62.1,60,7219,6.94,6.88,4.29
1.05,"Premium","D","SI2",60.4,57,5057,6.6,6.55,3.97
0.32,"Very Good","H","VS1",60.5,59,561,4.41,4.42,2.67
0.3,"Ideal","F","VS2",60.7,57,776,4.34,4.29,2.62
0.32,"Premium","G","VVS2",61.6,60,936,4.4,4.37,2.7
0.3,"Premium","I","VS1",61.7,59,608,4.3,4.26,2.64
1.24,"Ideal","H","SI1",62.5,56,6095,6.92,6.88,4.31
0.5,"Premium","E","VS2",61.5,56,1746,5.11,5.07,3.13
1.03,"Premium","F","SI2",61.6,58,4503,6.43,6.46,3.97
1.51,"Good","I","SI1",63.9,59,9069,7.18,7.26,4.61
0.32,"Very Good","H","VS1",61.7,58,561,4.37,4.41,2.71
0.32,"Ideal","D","SI1",62,57,756,4.4,4.37,2.72
0.52,"Very Good","G","VS2",63.3,57,1450,5.11,5.09,3.23
0.7,"Ideal","G","VS2",61.2,57,2515,5.77,5.7,3.51
0.4,"Very Good","E","VS2",62.9,55,912,4.73,4.74,2.98
0.39,"Good","J","VS1",63.1,56,616,4.62,4.7,2.94
0.71,"Ideal","H","SI2",61.5,56,2122,5.71,5.74,3.52
0.51,"Good","F","VS2",63.7,56,1574,5.05,5.03,3.21
0.51,"Very Good","G","VVS2",63.5,56,1842,5.11,5.07,3.23
1.01,"Fair","E","SI1",65.3,59,4844,6.13,6.19,4.02
1.58,"Ideal","I","VVS1",61.9,55,11435,7.47,7.51,4.64
0.35,"Very Good","H","SI1",63.3,54,647,4.53,4.51,2.86
1.02,"Fair","I","SI2",64.5,56,3084,6.28,6.25,4.04
1.34,"Premium","J","VS2",62.6,58,5778,7.08,7.01,4.41
0.55,"Ideal","H","VVS1",61.7,55,1845,5.27,5.3,3.27
0.5,"Ideal","E","VS2",62.3,57,1559,5.04,5.08,3.15
1.18,"Ideal","H","VS1",64.9,58,7216,6.57,6.53,4.25
0.3,"Ideal","D","VS2",61.6,57,710,4.3,4.33,2.66
0.32,"Premium","H","VVS1",61.5,59,730,4.37,4.41,2.7
1.01,"Premium","H","SI1",61.3,58,4513,6.47,6.39,3.94
0.28,"Ideal","E","VS2",61.5,56,598,4.22,4.24,2.6
0.35,"Ideal","E","VS2",62.4,57,984,4.55,4.52,2.83
0.43,"Very Good","E","VVS1",61.2,56,1433,4.84,4.87,2.97
0.59,"Ideal","G","VS2",62.6,54,1664,5.32,5.38,3.35
0.85,"Fair","G","VS1",57.7,67,2998,6.26,6.19,3.59
0.5,"Ideal","E","VS2",62.2,55,1746,5.09,5.07,3.16
0.52,"Ideal","D","SI2",61.2,57,1292,5.2,5.22,3.19
0.71,"Very Good","D","VS1",64.1,57,3332,5.64,5.66,3.62
0.35,"Premium","E","SI1",62.9,58,788,4.52,4.48,2.83
0.29,"Good","E","VVS2",63.2,60,617,4.17,4.19,2.64
0.7,"Premium","E","SI2",62.1,59,2273,5.65,5.63,3.5
0.72,"Very Good","H","VS2",62.9,58,2396,5.7,5.75,3.6
1.82,"Very Good","J","VS1",62.2,56,10090,7.83,7.96,4.91
2.04,"Premium","G","SI2",61.8,56,16426,8.13,8.05,5
0.59,"Good","D","SI1",63.7,56,1821,5.35,5.32,3.4
0.31,"Ideal","G","VVS1",61.9,55,1046,4.36,4.3,2.68
0.7,"Ideal","H","VS1",61.2,55,3185,5.71,5.76,3.51
0.54,"Ideal","G","SI1",59.6,59,1574,5.34,5.3,3.17
0.31,"Ideal","G","SI1",62.2,55,593,4.36,4.35,2.71
1.01,"Very Good","E","VS2",60.4,58,6522,6.47,6.6,3.95
